date,n_trips,kg_total,km_total,driver_prefill_median,sensor_fillpct_median
2022-04-29,7,14600.0,878.0,100.0,42.68
2022-04-30,1,2520.0,225.0,75.0,35.37
2022-05-01,0,0.0,0.0,,36.59
2022-05-02,9,23660.0,1113.0,100.0,36.59
2022-05-03,8,14780.0,969.0,75.0,36.59
2022-05-04,17,35320.0,2458.0,75.0,39.02
2022-05-05,10,23240.0,1603.0,50.0,42.68
2022-05-06,6,11140.0,749.0,100.0,43.9
2022-05-07,4,7960.0,524.0,75.0,40.24
2022-05-08,0,0.0,0.0,,40.24
2022-05-09,7,18320.0,908.0,75.0,41.46
2022-05-10,11,19460.0,1244.0,75.0,39.02
2022-05-11,9,14320.0,1228.0,50.0,39.02
2022-05-12,10,20520.0,1243.0,87.5,42.68
2022-05-13,10,28940.0,1351.0,75.0,45.12
2022-05-14,1,2200.0,216.0,100.0,39.02
2022-05-15,0,0.0,0.0,,42.68
2022-05-16,7,18740.0,906.0,75.0,42.68
2022-05-17,11,22100.0,1307.0,75.0,42.68
2022-05-18,7,14560.0,710.0,50.0,40.24
2022-05-19,10,19080.0,1348.0,100.0,45.12
2022-05-20,8,14460.0,1143.0,75.0,46.34
2022-05-21,2,4560.0,352.0,87.5,42.68
2022-05-22,0,0.0,0.0,,43.9
2022-05-23,9,32380.0,1051.0,75.0,46.34
2022-05-24,10,27100.0,1194.0,100.0,39.02
2022-05-25,11,36920.0,1472.0,50.0,39.02
2022-05-26,10,19340.0,1221.0,75.0,42.68
2022-05-27,12,20180.0,1643.0,75.0,45.12
2022-05-28,2,3680.0,297.0,75.0,38.79
2022-05-29,0,0.0,0.0,,40.24
2022-05-30,9,37640.0,1169.0,75.0,42.07
2022-05-31,12,24400.0,1451.0,100.0,37.8
2022-06-01,9,24660.0,1112.0,75.0,36.59
2022-06-02,9,17140.0,1253.0,100.0,39.02
2022-06-03,9,26460.0,1237.0,100.0,42.68
2022-06-04,2,4440.0,431.0,75.0,39.02
2022-06-05,0,0.0,0.0,,37.8
2022-06-06,9,29240.0,1099.0,75.0,41.46
2022-06-07,11,18120.0,1276.0,100.0,39.02
2022-06-08,8,23940.0,1120.0,50.0,36.59
2022-06-09,9,17220.0,1204.0,100.0,42.68
2022-06-10,11,30860.0,1309.0,100.0,42.68
2022-06-11,3,5380.0,558.0,100.0,41.82
2022-06-12,0,0.0,0.0,,45.12
2022-06-13,7,16220.0,964.0,100.0,43.64
2022-06-14,11,23160.0,1393.0,100.0,40.24
2022-06-15,8,25920.0,1012.0,100.0,40.24
2022-06-16,8,18280.0,1016.0,87.5,40.24
2022-06-17,10,18480.0,1319.0,100.0,41.46
2022-06-18,3,6560.0,517.0,100.0,40.24
2022-06-19,0,0.0,0.0,,40.24
2022-06-20,9,22640.0,1276.0,100.0,42.68
2022-06-21,10,18440.0,1265.0,100.0,40.24
2022-06-22,6,15040.0,621.0,100.0,41.46
2022-06-23,11,29180.0,1541.0,75.0,46.34
2022-06-24,10,33840.0,1234.0,100.0,46.34
2022-06-25,5,11700.0,880.0,100.0,37.8
2022-06-26,0,0.0,0.0,,36.59
2022-06-27,9,19240.0,1102.0,75.0,40.24
2022-06-28,10,20440.0,1237.0,75.0,37.8
2022-06-29,7,21620.0,920.0,50.0,37.8
2022-06-30,11,28280.0,1406.0,75.0,41.46
2022-07-01,8,13060.0,1106.0,100.0,45.78
2022-07-02,2,3840.0,403.0,75.0,36.59
2022-07-03,0,0.0,0.0,,37.8
2022-07-04,11,37700.0,1475.0,100.0,40.24
2022-07-05,10,18340.0,1214.0,75.0,40.24
2022-07-06,10,21200.0,1284.0,62.5,39.02
2022-07-07,9,17800.0,1224.0,50.0,42.68
2022-07-08,9,23380.0,1263.0,100.0,42.68
2022-07-09,2,4400.0,361.0,100.0,35.37
2022-07-10,0,0.0,0.0,,37.8
2022-07-11,10,23240.0,1283.0,75.0,41.46
2022-07-12,12,31200.0,1575.0,100.0,45.12
2022-07-13,9,22800.0,967.0,100.0,42.68
2022-07-14,10,25320.0,1232.0,100.0,39.02
2022-07-15,9,27580.0,1242.0,100.0,40.24
2022-07-16,4,6660.0,725.0,75.0,39.02
2022-07-17,0,0.0,0.0,,42.68
2022-07-18,11,26520.0,1459.0,100.0,46.34
2022-07-19,10,27620.0,1111.0,100.0,46.34
2022-07-20,7,15120.0,971.0,100.0,42.68
2022-07-21,9,19720.0,1228.0,100.0,40.24
2022-07-22,8,17620.0,1066.0,100.0,41.46
2022-07-23,5,12040.0,774.0,100.0,43.03
2022-07-24,0,0.0,0.0,,42.68
2022-07-25,12,27740.0,1482.0,100.0,42.68
2022-07-26,10,19300.0,1220.0,100.0,42.68
2022-07-27,8,27440.0,1008.0,50.0,41.46
2022-07-28,10,26980.0,1376.0,100.0,43.9
2022-07-29,10,36400.0,1276.0,75.0,43.9
2022-07-30,2,5060.0,383.0,100.0,45.12
2022-07-31,0,0.0,0.0,,45.12
2022-08-01,12,29660.0,1498.0,100.0,43.9
2022-08-02,9,18580.0,1029.0,100.0,38.41
2022-08-03,9,20460.0,1127.0,100.0,41.46
2022-08-04,12,24760.0,1663.0,75.0,45.12
2022-08-05,9,22060.0,1138.0,100.0,46.34
2022-08-06,4,6140.0,652.0,100.0,46.34
2022-08-07,0,0.0,0.0,100.0,45.12
2022-08-08,10,23780.0,1434.0,75.0,45.12
2022-08-09,10,20040.0,1277.0,100.0,40.24
2022-08-10,8,32720.0,1113.0,75.0,39.02
2022-08-11,13,44260.0,1824.0,75.0,45.12
2022-08-12,9,19220.0,1241.0,100.0,46.34
2022-08-13,4,9100.0,632.0,100.0,43.9
2022-08-14,0,0.0,0.0,,43.9
2022-08-15,9,23440.0,1154.0,100.0,43.9
2022-08-16,8,17080.0,951.0,100.0,39.76
2022-08-17,9,28420.0,1272.0,75.0,37.8
2022-08-18,12,31040.0,1514.0,75.0,40.24
2022-08-19,11,31500.0,1418.0,100.0,43.9
2022-08-20,5,10900.0,923.0,75.0,39.02
2022-08-21,0,0.0,0.0,,40.24
2022-08-22,9,22740.0,1213.0,100.0,45.12
2022-08-23,10,19640.0,1357.0,100.0,42.68
2022-08-24,9,20240.0,1154.0,50.0,40.24
2022-08-25,9,24740.0,1198.0,75.0,45.12
2022-08-26,10,21020.0,1417.0,100.0,45.12
2022-08-27,2,5360.0,364.0,75.0,40.24
2022-08-28,0,0.0,0.0,,40.85
2022-08-29,9,23280.0,1040.0,75.0,41.46
2022-08-30,10,19760.0,1194.0,100.0,41.46
2022-08-31,6,13640.0,820.0,75.0,43.9
2022-09-01,9,18500.0,1195.0,50.0,46.34
2022-09-02,10,18820.0,1401.0,87.5,46.34
2022-09-03,3,13660.0,480.0,100.0,41.46
2022-09-04,0,0.0,0.0,,43.9
2022-09-05,8,21580.0,1110.0,100.0,46.34
2022-09-06,9,25380.0,1099.0,100.0,45.12
2022-09-07,10,22720.0,1277.0,75.0,43.9
2022-09-08,9,17040.0,1179.0,50.0,46.34
2022-09-09,10,25020.0,1339.0,100.0,53.01
2022-09-10,3,6360.0,534.0,75.0,36.59
2022-09-11,0,0.0,0.0,,41.46
2022-09-12,8,29140.0,911.0,75.0,43.9
2022-09-13,11,22520.0,1252.0,100.0,41.46
2022-09-14,4,9760.0,522.0,50.0,40.24
2022-09-15,12,30620.0,1549.0,75.0,42.68
2022-09-16,8,22000.0,1067.0,100.0,45.12
2022-09-17,7,19660.0,922.0,100.0,42.86
2022-09-18,0,0.0,0.0,,41.46
2022-09-19,7,17080.0,896.0,75.0,42.68
2022-09-20,11,25560.0,1341.0,75.0,39.02
2022-09-21,8,31140.0,1020.0,50.0,39.02
2022-09-22,9,25640.0,994.0,62.5,40.24
2022-09-23,4,8540.0,556.0,100.0,43.37
2022-09-24,6,14080.0,742.0,100.0,39.02
2022-09-25,0,0.0,0.0,,41.21
2022-09-26,11,43260.0,1611.0,75.0,43.9
2022-09-27,11,23540.0,1262.0,75.0,42.68
2022-09-28,5,9080.0,853.0,75.0,42.68
2022-09-29,8,15960.0,1135.0,75.0,45.12
2022-09-30,10,24000.0,1294.0,100.0,42.68
2022-10-01,0,0.0,0.0,100.0,40.24
2022-10-02,0,0.0,0.0,,40.24
2022-10-03,5,14880.0,623.0,100.0,42.68
2022-10-04,9,28180.0,1143.0,75.0,43.9
2022-10-05,7,26900.0,909.0,75.0,42.07
2022-10-06,8,16980.0,1073.0,100.0,46.34
2022-10-07,7,14940.0,1006.0,100.0,42.68
2022-10-08,3,7860.0,386.0,75.0,40.24
2022-10-09,0,0.0,0.0,,43.9
2022-10-10,11,33420.0,1460.0,100.0,46.34
2022-10-11,8,22880.0,882.0,75.0,42.68
2022-10-12,6,12160.0,745.0,62.5,41.46
2022-10-13,8,20640.0,1104.0,75.0,42.68
2022-10-14,6,15960.0,718.0,100.0,42.68
2022-10-15,0,0.0,0.0,,39.02
2022-10-16,0,0.0,0.0,,42.68
2022-10-17,12,45020.0,1674.0,75.0,45.12
2022-10-18,10,29620.0,1194.0,100.0,43.9
2022-10-19,8,19520.0,1145.0,75.0,39.02
2022-10-20,9,16660.0,1101.0,100.0,42.68
2022-10-21,7,15560.0,1080.0,100.0,41.46
2022-10-22,0,0.0,0.0,,37.8
2022-10-23,0,0.0,0.0,,40.85
2022-10-24,8,23640.0,965.0,75.0,40.24
2022-10-25,8,22580.0,876.0,75.0,39.02
2022-10-26,9,16700.0,1243.0,50.0,37.8
2022-10-27,9,16300.0,1120.0,75.0,40.24
2022-10-28,12,27100.0,1670.0,75.0,40.24
2022-10-29,0,0.0,0.0,,37.8
2022-10-30,0,0.0,0.0,,40.24
2022-10-31,9,22800.0,1270.0,75.0,45.12
2022-11-01,8,18500.0,859.0,100.0,40.24
2022-11-02,9,24840.0,1019.0,50.0,40.24
2022-11-03,9,17840.0,1166.0,100.0,42.68
2022-11-04,9,15700.0,1200.0,100.0,43.9
2022-11-05,0,0.0,0.0,,37.8
2022-11-06,0,0.0,0.0,,40.24
2022-11-07,8,23760.0,1177.0,75.0,40.24
2022-11-08,8,16360.0,911.0,75.0,39.02
2022-11-09,7,21240.0,973.0,75.0,35.37
2022-11-10,9,31680.0,1078.0,75.0,37.8
2022-11-11,10,21920.0,1441.0,75.0,39.02
2022-11-12,0,0.0,0.0,,40.24
2022-11-13,0,0.0,0.0,,40.85
2022-11-14,5,20080.0,597.0,75.0,43.9
2022-11-15,11,36360.0,1356.0,75.0,40.24
2022-11-16,5,13520.0,545.0,75.0,36.59
2022-11-17,10,22000.0,1395.0,75.0,39.02
2022-11-18,9,32940.0,1240.0,75.0,36.59
2022-11-19,0,0.0,0.0,,36.59
2022-11-20,0,0.0,0.0,,39.02
2022-11-21,6,17660.0,702.0,100.0,39.63
2022-11-22,9,17000.0,1135.0,100.0,36.59
2022-11-23,8,25180.0,1036.0,50.0,37.8
2022-11-24,8,21300.0,951.0,75.0,40.24
2022-11-25,9,26040.0,1374.0,100.0,40.24
2022-11-26,0,0.0,0.0,87.5,36.59
2022-11-27,0,0.0,0.0,,40.24
2022-11-28,6,22240.0,953.0,75.0,42.68
2022-11-29,6,14000.0,779.0,100.0,42.07
2022-11-30,9,25800.0,1128.0,75.0,36.59
2022-12-01,8,15020.0,961.0,50.0,41.46
2022-12-02,5,13160.0,845.0,75.0,42.68
2022-12-03,0,0.0,0.0,,39.02
2022-12-04,0,0.0,0.0,,41.46
2022-12-05,7,20720.0,902.0,75.0,42.68
2022-12-06,10,34120.0,1338.0,75.0,40.24
2022-12-07,7,13020.0,1024.0,75.0,37.8
2022-12-08,5,10780.0,586.0,62.5,39.02
2022-12-09,9,22560.0,1060.0,75.0,40.24
2022-12-10,0,0.0,0.0,50.0,40.24
2022-12-11,0,0.0,0.0,,42.68
2022-12-12,7,26340.0,1069.0,75.0,42.07
2022-12-13,4,7900.0,425.0,100.0,40.24
2022-12-14,9,21040.0,1313.0,50.0,40.24
2022-12-15,10,18040.0,1382.0,75.0,42.68
2022-12-16,4,11380.0,688.0,100.0,45.12
2022-12-17,0,0.0,0.0,100.0,36.59
2022-12-18,0,0.0,0.0,,41.82
2022-12-19,9,38840.0,1242.0,100.0,45.12
2022-12-20,8,26940.0,1058.0,100.0,40.24
2022-12-21,6,20280.0,854.0,50.0,39.02
2022-12-22,8,15600.0,1015.0,75.0,41.46
2022-12-23,11,37840.0,1483.0,100.0,42.68
2022-12-24,0,0.0,0.0,,41.46
2022-12-25,0,0.0,0.0,,45.12
2022-12-26,5,13060.0,624.0,100.0,46.34
2022-12-27,9,22980.0,1207.0,100.0,46.34
2022-12-28,11,30880.0,1429.0,100.0,42.68
2022-12-29,11,31820.0,1315.0,75.0,46.34
2022-12-30,6,18000.0,962.0,100.0,46.34
2022-12-31,0,0.0,0.0,100.0,39.02
2023-01-01,0,0.0,0.0,,41.46
2023-01-02,9,32120.0,1107.0,75.0,42.68
2023-01-03,8,16920.0,1027.0,100.0,40.24
2023-01-04,10,36480.0,1280.0,50.0,40.97
2023-01-05,9,19180.0,1241.0,50.0,44.51
2023-01-06,8,25580.0,1040.0,75.0,42.68
2023-01-07,1,1760.0,51.0,75.0,37.8
2023-01-08,0,0.0,0.0,,37.8
2023-01-09,4,12600.0,519.0,100.0,41.46
2023-01-10,10,20480.0,1195.0,100.0,40.24
2023-01-11,7,15480.0,855.0,100.0,37.8
2023-01-12,7,20960.0,855.0,75.0,39.02
2023-01-13,5,12220.0,750.0,100.0,40.24
2023-01-14,0,0.0,0.0,,37.8
2023-01-15,0,0.0,0.0,,40.24
2023-01-16,11,29100.0,1438.0,100.0,42.68
2023-01-17,5,9600.0,603.0,100.0,39.63
2023-01-18,11,44700.0,1400.0,50.0,36.59
2023-01-19,9,22720.0,1184.0,62.5,39.02
2023-01-20,6,13380.0,905.0,75.0,37.8
2023-01-21,0,0.0,0.0,,39.02
2023-01-22,0,0.0,0.0,,41.46
2023-01-23,7,16720.0,990.0,75.0,43.9
2023-01-24,8,16220.0,980.0,100.0,42.68
2023-01-25,6,20500.0,691.0,75.0,42.68
2023-01-26,10,20640.0,1484.0,75.0,42.68
2023-01-27,6,18640.0,1109.0,100.0,45.12
2023-01-28,0,0.0,0.0,,40.85
2023-01-29,0,0.0,0.0,,45.12
2023-01-30,11,41920.0,1523.0,75.0,46.34
2023-01-31,7,20440.0,807.0,100.0,42.68
2023-02-01,5,10600.0,540.0,87.5,45.12
2023-02-02,6,10860.0,737.0,62.5,45.12
2023-02-03,10,21900.0,1287.0,75.0,45.12
2023-02-04,0,0.0,0.0,,41.46
2023-02-05,0,0.0,0.0,,42.68
2023-02-06,6,14200.0,847.0,100.0,43.9
2023-02-07,7,12940.0,849.0,100.0,42.68
2023-02-08,6,13220.0,644.0,75.0,42.68
2023-02-09,8,13880.0,1062.0,75.0,45.12
2023-02-10,5,12740.0,743.0,100.0,46.34
2023-02-11,0,0.0,0.0,,40.24
2023-02-12,0,0.0,0.0,,45.12
2023-02-13,9,23600.0,1101.0,75.0,45.12
2023-02-14,7,11780.0,832.0,75.0,42.68
2023-02-15,5,16180.0,696.0,50.0,45.12
2023-02-16,5,8740.0,710.0,75.0,45.12
2023-02-17,10,20680.0,1301.0,100.0,46.34
2023-02-18,0,0.0,0.0,,39.02
2023-02-19,0,0.0,0.0,,40.24
2023-02-20,7,22880.0,969.0,100.0,43.9
2023-02-21,4,14360.0,408.0,100.0,39.02
2023-02-22,6,14020.0,603.0,75.0,42.68
2023-02-23,9,16760.0,1234.0,75.0,45.12
2023-02-24,8,18080.0,1159.0,100.0,45.12
2023-02-25,0,0.0,0.0,,40.24
2023-02-26,0,0.0,0.0,,43.03
2023-02-27,8,35700.0,1033.0,75.0,43.9
2023-02-28,8,16240.0,1054.0,75.0,39.02
2023-03-01,5,9700.0,593.0,50.0,42.68
2023-03-02,10,31840.0,1392.0,62.5,45.12
2023-03-03,10,28020.0,1253.0,75.0,44.58
2023-03-04,0,0.0,0.0,,40.24
2023-03-05,0,0.0,0.0,,43.9
2023-03-06,5,13240.0,686.0,75.0,44.58
2023-03-07,7,19760.0,825.0,87.5,42.68
2023-03-08,5,9980.0,542.0,75.0,40.85
2023-03-09,8,18840.0,1161.0,50.0,42.68
2023-03-10,5,10740.0,696.0,100.0,45.12
2023-03-11,0,0.0,0.0,,42.68
2023-03-12,0,0.0,0.0,,45.12
2023-03-13,6,16900.0,697.0,100.0,45.12
2023-03-14,6,12640.0,761.0,100.0,40.24
2023-03-15,3,5220.0,340.0,37.5,41.46
2023-03-16,9,17400.0,1199.0,100.0,42.68
2023-03-17,6,23360.0,805.0,100.0,41.67
2023-03-18,0,0.0,0.0,,36.59
2023-03-19,0,0.0,0.0,,40.24
2023-03-20,6,15640.0,850.0,100.0,41.46
2023-03-21,6,20140.0,668.0,100.0,37.8
2023-03-22,6,16520.0,581.0,75.0,39.02
2023-03-23,6,12620.0,835.0,87.5,42.17
2023-03-24,6,12160.0,860.0,100.0,40.24
2023-03-25,0,0.0,0.0,,39.02
2023-03-26,0,0.0,0.0,,43.29
2023-03-27,5,14120.0,545.0,100.0,45.12
2023-03-28,9,27180.0,1222.0,75.0,45.12
2023-03-29,6,24260.0,768.0,50.0,44.85
2023-03-30,8,15280.0,1067.0,50.0,45.12
2023-03-31,7,16240.0,914.0,75.0,45.12
2023-04-01,0,0.0,0.0,,41.46
2023-04-02,0,0.0,0.0,,45.12
2023-04-03,6,15620.0,828.0,100.0,45.12
2023-04-04,7,13500.0,855.0,100.0,43.9
2023-04-05,7,14160.0,785.0,75.0,41.46
2023-04-06,8,21940.0,1065.0,50.0,46.34
2023-04-07,7,28700.0,1113.0,100.0,45.12
2023-04-08,0,0.0,0.0,,41.46
2023-04-09,0,0.0,0.0,,45.12
2023-04-10,7,18460.0,775.0,75.0,45.12
2023-04-11,6,10820.0,778.0,100.0,45.12
2023-04-12,6,12000.0,717.0,62.5,43.9
2023-04-13,7,13900.0,990.0,75.0,45.12
2023-04-14,8,20120.0,1007.0,100.0,45.12
2023-04-15,0,0.0,0.0,,36.59
2023-04-16,0,0.0,0.0,,39.02
2023-04-17,7,28700.0,876.0,100.0,42.68
2023-04-18,8,12760.0,849.0,100.0,42.68
2023-04-19,5,10240.0,553.0,100.0,41.46
2023-04-20,6,17660.0,849.0,50.0,41.46
2023-04-21,10,20080.0,1398.0,75.0,42.68
2023-04-22,0,0.0,0.0,,40.24
2023-04-23,0,0.0,0.0,,43.9
2023-04-24,7,25980.0,906.0,100.0,45.12
2023-04-25,6,10840.0,710.0,100.0,40.24
2023-04-26,7,23120.0,991.0,50.0,37.8
2023-04-27,6,12360.0,859.0,75.0,42.68
2023-04-28,10,28240.0,1137.0,100.0,41.46
2023-04-29,0,0.0,0.0,,40.24
2023-04-30,0,0.0,0.0,,43.9
2023-05-01,4,11600.0,544.0,75.0,43.9
2023-05-02,7,14580.0,824.0,100.0,41.46
2023-05-03,7,14720.0,808.0,75.0,42.68
2023-05-04,5,10140.0,610.0,75.0,45.12
2023-05-05,6,19140.0,868.0,100.0,45.12
2023-05-06,0,0.0,0.0,,42.68
2023-05-07,0,0.0,0.0,,45.12
2023-05-08,9,29900.0,1163.0,75.0,46.34
2023-05-09,4,8180.0,438.0,100.0,39.02
2023-05-10,2,4880.0,216.0,100.0,41.46
2023-05-11,1,3260.0,141.0,100.0,41.46
2023-05-12,13,27700.0,1707.0,100.0,41.46
2023-05-13,2,5600.0,276.0,100.0,38.41
2023-05-14,0,0.0,0.0,,43.9
2023-05-15,8,25660.0,1169.0,100.0,45.12
2023-05-16,7,22120.0,779.0,100.0,43.9
2023-05-17,6,18740.0,724.0,75.0,42.68
2023-05-18,4,7380.0,545.0,100.0,43.9
2023-05-19,5,17400.0,732.0,100.0,42.68
2023-05-20,0,0.0,0.0,,43.9
2023-05-21,0,0.0,0.0,,45.12
2023-05-22,7,18200.0,756.0,100.0,46.34
2023-05-23,6,13140.0,636.0,100.0,50.0
2023-05-24,5,24000.0,645.0,50.0,45.12
2023-05-25,6,20480.0,837.0,100.0,41.46
2023-05-26,9,27820.0,1212.0,75.0,39.02
2023-05-27,0,0.0,0.0,,40.24
2023-05-28,0,0.0,0.0,,40.96
2023-05-29,5,11860.0,706.0,75.0,45.12
2023-05-30,5,14820.0,576.0,50.0,42.68
2023-05-31,7,16100.0,984.0,75.0,44.58
2023-06-01,4,14720.0,477.0,62.5,42.68
2023-06-02,7,16580.0,1011.0,100.0,42.68
2023-06-03,0,0.0,0.0,,42.68
2023-06-04,0,0.0,0.0,,45.12
2023-06-05,8,27420.0,1080.0,75.0,46.34
2023-06-06,4,12740.0,468.0,25.0,45.12
2023-06-07,4,7740.0,618.0,75.0,45.12
2023-06-08,4,8660.0,506.0,75.0,42.68
2023-06-09,9,21000.0,1076.0,75.0,42.68
2023-06-10,0,0.0,0.0,,42.68
2023-06-11,0,0.0,0.0,,43.37
2023-06-12,6,22380.0,842.0,100.0,45.12
2023-06-13,4,16060.0,441.0,62.5,43.03
2023-06-14,10,34300.0,1416.0,75.0,45.12
2023-06-15,4,9080.0,512.0,75.0,43.9
2023-06-16,4,8700.0,546.0,100.0,42.68
2023-06-17,0,0.0,0.0,,45.12
2023-06-18,0,0.0,0.0,,46.34
2023-06-19,10,25720.0,1183.0,75.0,46.34
2023-06-20,3,4980.0,413.0,100.0,46.34
2023-06-21,5,16740.0,740.0,75.0,46.34
2023-06-22,7,20120.0,1007.0,75.0,46.34
2023-06-23,6,13180.0,748.0,75.0,46.34
2023-06-24,0,0.0,0.0,,46.34
2023-06-25,0,0.0,0.0,,46.34
2023-06-26,5,11880.0,723.0,100.0,46.34
2023-06-27,4,9440.0,551.0,75.0,46.34
2023-06-28,9,21500.0,1069.0,100.0,47.56
2023-06-29,5,17160.0,749.0,100.0,46.34
2023-06-30,5,16220.0,686.0,75.0,46.34
2023-07-01,0,0.0,0.0,,46.34
2023-07-02,0,0.0,0.0,,49.4
2023-07-03,10,30100.0,1139.0,100.0,58.54
2023-07-04,6,26740.0,751.0,100.0,62.2
2023-07-05,6,20300.0,830.0,75.0,60.98
2023-07-06,6,11880.0,838.0,100.0,51.81
2023-07-07,8,17300.0,1069.0,75.0,52.44
2023-07-08,0,0.0,0.0,,53.57
2023-07-09,0,0.0,0.0,,60.98
2023-07-10,6,16660.0,827.0,100.0,64.63
2023-07-11,4,10420.0,550.0,100.0,53.57
2023-07-12,8,20900.0,1048.0,100.0,50.6
2023-07-13,7,29660.0,1039.0,100.0,51.81
2023-07-14,6,19420.0,909.0,75.0,51.81
2023-07-15,0,0.0,0.0,,45.12
2023-07-16,0,0.0,0.0,,46.34
2023-07-17,7,20380.0,839.0,100.0,53.01
2023-07-18,3,8140.0,468.0,100.0,46.34
2023-07-19,5,18260.0,671.0,100.0,53.01
2023-07-20,5,10360.0,722.0,100.0,53.01
2023-07-21,8,17960.0,1001.0,100.0,46.34
2023-07-22,0,0.0,0.0,,46.34
2023-07-23,0,0.0,0.0,,62.2
2023-07-24,5,14960.0,698.0,100.0,65.85
2023-07-25,5,14100.0,698.0,100.0,54.88
2023-07-26,8,24680.0,1023.0,75.0,45.12
2023-07-27,5,16220.0,764.0,75.0,46.34
2023-07-28,5,10460.0,708.0,75.0,45.12
2023-07-29,0,0.0,0.0,,45.12
2023-07-30,0,0.0,0.0,,46.34
2023-07-31,7,20900.0,932.0,100.0,46.34
2023-08-01,5,10360.0,698.0,100.0,46.34
2023-08-02,6,22100.0,874.0,100.0,46.34
2023-08-03,5,10080.0,687.0,100.0,40.24
2023-08-04,8,20240.0,984.0,100.0,40.24
2023-08-05,0,0.0,0.0,,42.68
2023-08-06,0,0.0,0.0,,45.12
2023-08-07,6,17420.0,779.0,100.0,45.12
2023-08-08,4,10500.0,558.0,100.0,45.12
2023-08-09,11,44420.0,1399.0,100.0,46.34
2023-08-10,4,8180.0,580.0,100.0,46.34
2023-08-11,7,23480.0,1021.0,100.0,46.34
2023-08-12,0,0.0,0.0,,46.34
2023-08-13,0,0.0,0.0,,46.34
2023-08-14,8,27660.0,869.0,100.0,46.99
2023-08-15,4,10400.0,612.0,100.0,48.78
2023-08-16,6,13900.0,846.0,100.0,46.34
2023-08-17,4,15400.0,686.0,100.0,46.34
2023-08-18,7,16320.0,840.0,100.0,46.34
2023-08-19,0,0.0,0.0,,46.34
2023-08-20,0,0.0,0.0,,46.34
2023-08-21,7,29340.0,866.0,100.0,47.56
2023-08-22,5,13180.0,719.0,100.0,46.34
2023-08-23,7,24520.0,906.0,100.0,39.76
2023-08-24,5,16880.0,692.0,100.0,36.59
2023-08-25,6,19640.0,858.0,100.0,39.02
2023-08-26,0,0.0,0.0,,39.63
2023-08-27,0,0.0,0.0,,42.68
2023-08-28,6,18320.0,775.0,100.0,45.12
2023-08-29,5,12180.0,719.0,75.0,46.34
2023-08-30,5,13020.0,678.0,75.0,45.12
2023-08-31,3,5960.0,513.0,100.0,45.12
2023-09-01,5,11100.0,636.0,100.0,42.68
2023-09-02,0,0.0,0.0,,45.12
2023-09-03,0,0.0,0.0,,46.34
2023-09-04,5,13620.0,640.0,100.0,46.34
2023-09-05,5,19280.0,723.0,100.0,45.12
2023-09-06,7,18740.0,922.0,100.0,40.24
2023-09-07,4,14440.0,620.0,100.0,41.46
2023-09-08,4,14180.0,609.0,100.0,39.02
2023-09-09,0,0.0,0.0,,42.68
2023-09-10,0,0.0,0.0,,46.34
2023-09-11,7,18320.0,976.0,75.0,43.9
2023-09-12,7,24600.0,910.0,75.0,34.15
2023-09-13,5,9880.0,782.0,75.0,35.37
2023-09-14,6,18840.0,937.0,75.0,40.24
2023-09-15,5,18020.0,574.0,100.0,41.46
2023-09-16,0,0.0,0.0,,46.34
2023-09-17,0,0.0,0.0,,46.34
2023-09-18,8,26380.0,1164.0,100.0,51.22
2023-09-19,6,14840.0,803.0,100.0,46.34
2023-09-20,8,27400.0,957.0,75.0,39.02
2023-09-21,5,16240.0,702.0,75.0,33.54
2023-09-22,7,28180.0,1017.0,75.0,39.02
2023-09-23,0,0.0,0.0,,45.12
2023-09-24,0,0.0,0.0,,46.34
2023-09-25,8,29160.0,1146.0,100.0,46.34
2023-09-26,8,28140.0,1133.0,100.0,45.12
2023-09-27,5,9200.0,817.0,75.0,35.37
2023-09-28,4,7440.0,623.0,75.0,36.14
2023-09-29,5,12580.0,787.0,75.0,36.59
2023-09-30,0,0.0,0.0,,35.37
2023-10-01,0,0.0,0.0,,42.68
2023-10-02,6,18100.0,832.0,100.0,45.12
2023-10-03,4,9660.0,560.0,100.0,45.12
2023-10-04,7,25160.0,916.0,100.0,43.9
2023-10-05,3,5360.0,513.0,100.0,46.34
2023-10-06,7,14060.0,1086.0,100.0,46.34
2023-10-07,0,0.0,0.0,,46.34
2023-10-08,0,0.0,0.0,,46.34
2023-10-09,7,18260.0,953.0,100.0,52.44
2023-10-10,5,12780.0,656.0,75.0,46.34
2023-10-11,3,8200.0,515.0,100.0,46.34
2023-10-12,3,7080.0,431.0,75.0,46.34
2023-10-13,5,20260.0,618.0,100.0,46.34
2023-10-14,0,0.0,0.0,,46.34
2023-10-15,0,0.0,0.0,,46.34
2023-10-16,4,11380.0,581.0,100.0,63.41
2023-10-17,7,27440.0,992.0,100.0,46.34
2023-10-18,5,11960.0,652.0,100.0,46.34
2023-10-19,3,8560.0,558.0,100.0,46.34
2023-10-20,2,5780.0,262.0,100.0,46.34
2023-10-21,0,0.0,0.0,,46.34
2023-10-22,0,0.0,0.0,,53.01
2023-10-23,6,24500.0,785.0,75.0,53.01
2023-10-24,5,15160.0,680.0,87.5,49.4
2023-10-25,3,9760.0,470.0,100.0,46.34
2023-10-26,5,18600.0,746.0,100.0,46.34
2023-10-27,5,13340.0,637.0,75.0,45.12
2023-10-28,0,0.0,0.0,,46.34
2023-10-29,0,0.0,0.0,,48.78
