date,n_trips,kg_total,km_total,driver_prefill_median,sensor_fillpct_median
2023-10-30,6,23640.0,828.0,100.0,51.22
2023-10-31,4,16840.0,641.0,100.0,46.34
2023-11-01,5,13400.0,562.0,100.0,46.34
2023-11-02,3,6680.0,467.0,100.0,46.34
2023-11-03,6,20320.0,857.0,75.0,45.24
2023-11-04,0,0.0,0.0,,45.12
2023-11-05,0,0.0,0.0,,46.34
2023-11-06,6,23940.0,722.0,75.0,46.43
2023-11-07,7,18160.0,1053.0,100.0,51.19
2023-11-08,2,6640.0,244.0,75.0,48.78
2023-11-09,6,21900.0,1055.0,75.0,46.34
2023-11-10,4,14180.0,429.0,100.0,43.9
2023-11-11,0,0.0,0.0,,42.68
2023-11-12,0,0.0,0.0,,46.34
2023-11-13,6,25300.0,851.0,100.0,50.0
2023-11-14,3,7900.0,419.0,100.0,51.19
2023-11-15,4,10540.0,545.0,100.0,46.43
2023-11-16,2,4680.0,335.0,100.0,45.12
2023-11-17,4,7520.0,545.0,50.0,35.37
2023-11-18,0,0.0,0.0,,42.68
2023-11-19,0,0.0,0.0,,45.24
2023-11-20,4,10460.0,541.0,100.0,45.12
2023-11-21,6,15920.0,854.0,100.0,46.34
2023-11-22,3,8700.0,437.0,100.0,41.46
2023-11-23,5,8600.0,748.0,100.0,42.68
2023-11-24,6,13500.0,830.0,100.0,36.59
2023-11-25,0,0.0,0.0,,28.05
2023-11-26,0,0.0,0.0,,35.37
2023-11-27,7,26380.0,1018.0,100.0,45.12
2023-11-28,6,15860.0,927.0,100.0,40.24
2023-11-29,4,10220.0,544.0,75.0,36.14
2023-11-30,3,10560.0,375.0,87.5,31.71
2023-12-01,4,16520.0,560.0,100.0,36.59
2023-12-02,0,0.0,0.0,,42.68
2023-12-03,0,0.0,0.0,,43.9
2023-12-04,5,16200.0,635.0,100.0,40.24
2023-12-05,3,6760.0,410.0,100.0,39.02
2023-12-06,6,15380.0,815.0,75.0,42.68
2023-12-07,4,14720.0,610.0,75.0,40.24
2023-12-08,3,8540.0,353.0,100.0,40.48
2023-12-09,0,0.0,0.0,,43.37
2023-12-10,0,0.0,0.0,,44.05
2023-12-11,5,12480.0,695.0,100.0,46.34
2023-12-12,6,16080.0,881.0,100.0,46.34
2023-12-13,5,13300.0,677.0,100.0,43.9
2023-12-14,3,4960.0,440.0,100.0,42.68
2023-12-15,3,5740.0,405.0,100.0,42.68
2023-12-16,0,0.0,0.0,,46.34
2023-12-17,0,0.0,0.0,,46.34
2023-12-18,9,32320.0,1144.0,75.0,46.34
2023-12-19,5,12680.0,806.0,100.0,46.43
2023-12-20,6,23560.0,896.0,100.0,46.34
2023-12-21,4,6940.0,586.0,100.0,45.24
2023-12-22,4,10680.0,716.0,100.0,45.24
2023-12-23,4,11660.0,636.0,100.0,46.34
2023-12-24,0,0.0,0.0,,46.34
2023-12-25,0,0.0,0.0,,46.34
2023-12-26,4,12480.0,504.0,100.0,52.44
2023-12-27,7,20640.0,1017.0,100.0,49.1
2023-12-28,6,20980.0,837.0,87.5,50.0
2023-12-29,4,12040.0,612.0,100.0,46.99
2023-12-30,6,15840.0,813.0,100.0,47.56
2023-12-31,0,0.0,0.0,,51.19
2024-01-01,0,0.0,0.0,,53.57
2024-01-02,6,16640.0,847.0,100.0,53.01
2024-01-03,7,25020.0,1079.0,100.0,46.34
2024-01-04,3,8720.0,469.0,75.0,43.9
2024-01-05,3,6620.0,527.0,100.0,46.34
2024-01-06,0,0.0,0.0,,45.12
2024-01-07,0,0.0,0.0,,46.34
2024-01-08,4,8960.0,548.0,100.0,46.34
2024-01-09,5,19860.0,825.0,100.0,46.34
2024-01-10,3,6120.0,445.0,100.0,46.34
2024-01-11,3,7320.0,369.0,100.0,45.12
2024-01-12,5,20600.0,688.0,100.0,45.12
2024-01-13,0,0.0,0.0,,46.34
2024-01-14,0,0.0,0.0,,46.34
2024-01-15,6,16560.0,859.0,100.0,46.34
2024-01-16,4,11860.0,616.0,75.0,40.24
2024-01-17,2,4000.0,329.0,100.0,43.9
2024-01-18,5,20480.0,766.0,75.0,44.05
2024-01-19,4,19340.0,607.0,100.0,44.05
2024-01-20,0,0.0,0.0,,42.86
2024-01-21,0,0.0,0.0,,46.34
2024-01-22,5,20480.0,655.0,100.0,46.34
2024-01-23,4,9240.0,613.0,50.0,46.34
2024-01-24,6,16240.0,977.0,100.0,45.78
2024-01-25,4,16920.0,670.0,50.0,43.9
2024-01-26,3,11700.0,466.0,100.0,46.34
2024-01-27,0,0.0,0.0,,46.34
2024-01-28,0,0.0,0.0,,50.0
2024-01-29,2,6100.0,344.0,100.0,51.19
2024-01-30,7,16860.0,1147.0,100.0,46.34
2024-01-31,6,20620.0,862.0,100.0,46.34
2024-02-01,4,20040.0,634.0,100.0,43.9
2024-02-02,2,3660.0,292.0,100.0,42.68
2024-02-03,0,0.0,0.0,,42.68
2024-02-04,0,0.0,0.0,,46.34
2024-02-05,3,6960.0,511.0,100.0,46.34
2024-02-06,4,6260.0,568.0,100.0,46.34
2024-02-07,6,11820.0,831.0,100.0,42.68
2024-02-08,1,2220.0,184.0,100.0,40.24
2024-02-09,2,3840.0,262.0,100.0,40.24
2024-02-10,0,0.0,0.0,,42.68
2024-02-11,0,0.0,0.0,,45.12
2024-02-12,4,14060.0,615.0,100.0,46.34
2024-02-13,2,3980.0,344.0,75.0,46.34
2024-02-14,4,9160.0,619.0,100.0,46.34
2024-02-15,4,8820.0,598.0,100.0,46.34
2024-02-16,3,11820.0,379.0,100.0,45.12
2024-02-17,0,0.0,0.0,,46.34
2024-02-18,0,0.0,0.0,,53.57
2024-02-19,3,5560.0,263.0,100.0,53.66
2024-02-20,3,9200.0,450.0,100.0,53.57
2024-02-21,5,19580.0,804.0,100.0,46.34
2024-02-22,2,11500.0,284.0,50.0,43.9
2024-02-23,3,7840.0,514.0,100.0,45.12
2024-02-24,0,0.0,0.0,,41.46
2024-02-25,0,0.0,0.0,,43.9
2024-02-26,4,11760.0,525.0,100.0,43.9
2024-02-27,4,10560.0,546.0,100.0,42.68
2024-02-28,1,1940.0,126.0,75.0,38.55
2024-02-29,4,15680.0,508.0,100.0,41.46
2024-03-01,3,11920.0,455.0,75.0,40.24
2024-03-02,0,0.0,0.0,,41.46
2024-03-03,0,0.0,0.0,,45.24
2024-03-04,5,12400.0,726.0,100.0,46.34
2024-03-05,1,1860.0,133.0,100.0,45.12
2024-03-06,3,7360.0,530.0,100.0,45.12
2024-03-07,1,2520.0,194.0,100.0,45.12
2024-03-08,2,4960.0,291.0,100.0,45.12
2024-03-09,0,0.0,0.0,,45.12
2024-03-10,0,0.0,0.0,,46.34
2024-03-11,1,2520.0,157.0,100.0,46.34
2024-03-12,1,3460.0,136.0,100.0,47.62
2024-03-13,4,10220.0,648.0,100.0,46.34
2024-03-14,3,13180.0,414.0,100.0,46.34
2024-03-15,1,2680.0,153.0,100.0,42.68
2024-03-16,0,0.0,0.0,,46.34
2024-03-17,0,0.0,0.0,,46.34
2024-03-18,3,7740.0,435.0,100.0,46.34
2024-03-19,1,3060.0,157.0,100.0,46.34
2024-03-20,2,5540.0,292.0,100.0,50.0
2024-03-21,2,9920.0,261.0,100.0,50.0
2024-03-22,0,0.0,0.0,,52.44
2024-03-23,0,0.0,0.0,,55.42
2024-03-24,0,0.0,0.0,,60.98
2024-03-25,2,7100.0,258.0,100.0,66.67
2024-03-26,3,9620.0,454.0,100.0,58.33
2024-03-27,3,9780.0,572.0,100.0,53.57
2024-03-28,0,0.0,0.0,,51.19
2024-03-29,2,12760.0,338.0,100.0,51.81
2024-03-30,0,0.0,0.0,,52.38
2024-03-31,0,0.0,0.0,,53.57
2024-04-01,1,2760.0,3135.0,100.0,54.88
2024-04-02,4,13060.0,623.0,100.0,53.57
2024-04-03,3,13980.0,531.0,100.0,46.34
2024-04-04,2,4940.0,343.0,100.0,43.9
2024-04-05,2,6460.0,308.0,100.0,42.68
2024-04-06,0,0.0,0.0,,46.34
2024-04-07,0,0.0,0.0,,46.34
2024-04-08,3,15760.0,396.0,100.0,46.34
2024-04-09,1,3700.0,184.0,100.0,45.12
2024-04-10,3,6860.0,536.0,100.0,46.34
2024-04-11,3,7380.0,524.0,100.0,42.68
2024-04-12,2,4300.0,318.0,100.0,40.24
2024-04-13,0,0.0,0.0,,43.9
2024-04-14,0,0.0,0.0,,45.24
2024-04-15,2,5980.0,284.0,100.0,46.34
2024-04-16,2,4860.0,354.0,100.0,46.34
2024-04-17,1,2780.0,164.0,100.0,46.34
2024-04-18,3,6820.0,517.0,100.0,46.34
2024-04-19,2,4240.0,266.0,100.0,46.34
2024-04-20,0,0.0,0.0,,46.34
2024-04-21,0,0.0,0.0,,48.78
2024-04-22,2,11200.0,326.0,100.0,53.57
2024-04-23,3,8760.0,529.0,100.0,51.19
2024-04-24,3,7240.0,461.0,100.0,46.34
2024-04-25,1,2180.0,160.0,100.0,42.68
2024-04-26,2,4020.0,282.0,100.0,46.34
2024-04-27,0,0.0,0.0,,46.34
2024-04-28,0,0.0,0.0,,48.81
2024-04-29,3,13020.0,391.0,100.0,51.81
2024-04-30,0,0.0,0.0,,46.34
